,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest,Airline_Type,OCC
1344,2025-11-28,Norwegian Air Sweden AOC,D85502,stockholm,08:00:00,En hora,189,Boeing 737-800,U,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1348,2025-11-28,Grupo easy,EC1376,geneva,08:40:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1351,2025-11-28,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1352,2025-11-28,Grupo easy,EC3737,milan,09:10:00,Retrasado,180,Airbus A320,R,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1354,2025-11-28,Air Arabia Maroc,3O374,casablanca,09:25:00,En hora,174,Airbus A320,W,INT,Viernes,Mañana,0,0,Low_Cost,0.95
1356,2025-11-28,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,S,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1357,2025-11-28,Grupo wizz,W45088,tirana,09:25:00,En hora,230,Airbus A321,Y,INT,Viernes,Mañana,0,0,Low_Cost,0.95
1358,2025-11-28,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1361,2025-11-28,Transavia,HV6788,eindhoven,09:45:00,En hora,189,Boeing 737-800,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1362,2025-11-28,Grupo easy,U26654,birmingham,09:45:00,Retrasado,180,Airbus A320,M,INT,Viernes,Mañana,0,0,Low_Cost,0.97
1363,2025-11-28,Air Arabia Maroc,3O378,tanger,09:50:00,En hora,174,Airbus A320,W,INT,Viernes,Mañana,0,0,Low_Cost,0.95
1364,2025-11-28,Grupo easy,EC7656,lisbon,09:55:00,Retrasado,230,Airbus A321,R,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1365,2025-11-28,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,Y,INT,Viernes,Mañana,0,0,Legacy,0.86
1367,2025-11-28,Grupo wizz,W46018,rome,10:00:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Mañana,0,0,Low_Cost,0.96
1369,2025-11-28,Transavia,HV5132,amsterdam,10:05:00,Retrasado,232,Airbus A321neo,U,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1370,2025-11-28,Eurowings,EW7521,hamburg,10:10:00,En hora,180,Airbus A320,S,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1371,2025-11-28,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,S,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1373,2025-11-28,Grupo easy,U22002,manchester,10:25:00,En hora,186,Airbus A320neo,M,INT,Viernes,Mañana,0,0,Low_Cost,0.97
1374,2025-11-28,Grupo easy,EC7131,nice/cote d'azur,10:30:00,Retrasado,156,Airbus A319,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1376,2025-11-28,Grupo easy,EC4212,napoli,10:35:00,En hora,180,Airbus A320,R,EU,Viernes,Mañana,0,0,Low_Cost,0.97
1377,2025-11-28,Transavia,HV6064,rotterdam,10:40:00,En hora,189,Boeing 737-800,U,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1378,2025-11-28,Grupo easy,U22704,bristol,10:50:00,Retrasado,186,Airbus A320neo,M,INT,Viernes,Mañana,0,0,Low_Cost,0.94
1382,2025-11-28,FLYONE Armenia,3F232,yerevan,11:30:00,En hora,180,Airbus A320,W,INT,Viernes,Mañana,0,0,Low_Cost,0.95
1383,2025-11-28,Aer Lingus,EI563,dublin,11:35:00,En hora,174,Airbus A320,Y,INT,Viernes,Mañana,0,0,Low_Cost,0.96
1386,2025-11-28,Grupo easy,EC7141,strasbourg,11:45:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,0,Low_Cost,0.95
1388,2025-11-28,Grupo easy,U28056,london,11:45:00,En hora,156,Airbus A319,M,INT,Viernes,Mañana,0,0,Low_Cost,0.97
1389,2025-11-28,Icelandair,FI597,keflavik,11:50:00,Retrasado,184,Boeing 757-200,S,EU,Viernes,Mañana,0,0,Legacy,0.86
1391,2025-11-28,Grupo easy,EC8064,london,12:15:00,Retrasado,156,Airbus A319,M,INT,Viernes,Tarde,0,0,Low_Cost,0.97
1393,2025-11-28,Norwegian Air Sweden AOC,D83657,copenhagen,12:30:00,Retrasado,189,Boeing 737 MAX 8,U,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1396,2025-11-28,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1398,2025-11-28,Grupo wizz,W67022,bratislava,12:55:00,Retrasado,230,Airbus A321,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1399,2025-11-28,Grupo wizz,W46330,milan,13:10:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1400,2025-11-28,HiSky,H4264,bucharest,13:20:00,En hora,186,Airbus A320,R,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1401,2025-11-28,Norwegian Air Shuttle,DY1741,oslo,13:25:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1402,2025-11-28,Pegasus Airlines,PC1528,izmir,13:30:00,En hora,180,Airbus A320,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1403,2025-11-28,Turkish Airlines,TK608,ankara,13:40:00,En hora,165,Boeing 737-800,W,INT,Viernes,Tarde,0,0,Legacy,0.86
1405,2025-11-28,Jet2,LS804,manchester,13:50:00,Retrasado,189,Boeing 737-800,W,INT,Viernes,Tarde,0,0,Low_Cost,0.97
1407,2025-11-28,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,U,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1408,2025-11-28,Grupo easy,EC7153,milan,14:20:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1410,2025-11-28,Transavia,TO4755,paris,14:20:00,Retrasado,186,Airbus A320neo,U,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1412,2025-11-28,Grupo easy,EC7107,geneva,14:40:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1413,2025-11-28,Volotea,V71443,ancona,14:45:00,En hora,180,Airbus A320,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1414,2025-11-28,Grupo wizz,W64406,sofia,14:50:00,Retrasado,239,Airbus A321neo,R,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1417,2025-11-28,SmartWings,QS1059,prague,14:55:00,En hora,149,Airbus A220-300,U,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1420,2025-11-28,Volotea,V73735,corvera,15:15:00,En hora,156,Airbus A319,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1422,2025-11-28,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,S,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1423,2025-11-28,Pegasus Airlines,PC1094,istanbul,15:45:00,Retrasado,239,Airbus A321neo,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1425,2025-11-28,Norwegian Air Sweden AOC,D85510,copenhagen,16:15:00,En hora,189,Boeing 737-800,U,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1428,2025-11-28,Grupo wizz,W43564,timisoara,16:25:00,En hora,180,Airbus A320,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1430,2025-11-28,Grupo easy,EC7173,berlin,16:50:00,Retrasado,156,Airbus A319,R,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1431,2025-11-28,Volotea,V73700,vitoria,16:50:00,En hora,180,Airbus A320,S,NAC,Viernes,Tarde,0,0,Low_Cost,0.95
1434,2025-11-28,Grupo wizz,W67920,kopitnari,17:15:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1436,2025-11-28,Volotea,V73573,asturias,17:40:00,En hora,156,Airbus A319,S,NAC,Viernes,Tarde,0,0,Low_Cost,0.95
1437,2025-11-28,Transavia,HV5134,amsterdam,17:45:00,Retrasado,189,Boeing 737-800,U,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1440,2025-11-28,Grupo easy,EC7205,southampton,18:10:00,En hora,156,Airbus A319,M,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1441,2025-11-28,Air Arabia Maroc,3O398,rabat,18:30:00,Retrasado,174,Airbus A320,W,INT,Viernes,Tarde,0,0,Low_Cost,0.9
1442,2025-11-28,FlyOne,5F5512,chisinau,18:30:00,En hora,180,Airbus A320,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1443,2025-11-28,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1445,2025-11-28,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:45:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1447,2025-11-28,Grupo wizz,W61478,warsaw,19:00:00,En hora,230,Airbus A321,S,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1448,2025-11-28,Grupo easy,EC7155,milan,19:10:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde,0,0,Low_Cost,0.97
1452,2025-11-28,Volotea,V72165,nantes/atlantique,19:30:00,En hora,156,Airbus A319,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1453,2025-11-28,Eurowings,EW9443,dusseldorf,19:35:00,Retrasado,232,Airbus A321neo,U,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1456,2025-11-28,Grupo easy,U28058,london,19:40:00,En hora,156,Airbus A319,M,INT,Viernes,Tarde,0,0,Low_Cost,0.97
1458,2025-11-28,Eurowings,EW2521,stuttgart,19:55:00,Retrasado,232,Airbus A321neo,U,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1459,2025-11-28,Volotea,V71415,verona,19:55:00,En hora,180,Airbus A320,S,EU,Viernes,Tarde,0,0,Low_Cost,0.95
1460,2025-11-28,Grupo wizz,W64666,larnaca,19:55:00,En hora,230,Airbus A321,Y,INT,Viernes,Tarde,0,0,Low_Cost,0.95
1465,2025-11-28,Grupo wizz,W62096,krakow,20:10:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche,0,0,Low_Cost,0.97
1466,2025-11-28,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Viernes,Noche,0,0,Low_Cost,0.97
1467,2025-11-28,Grupo wizz,W42940,vienna,20:20:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche,0,0,Low_Cost,0.97
1469,2025-11-28,T'Way Air,TW408,seoul/incheon,20:30:00,En hora,246,Airbus A330-200,W,INT,Viernes,Noche,0,0,Low_Cost,0.95
1470,2025-11-28,Volotea,V72135,bordeaux,20:30:00,Retrasado,180,Airbus A320,S,EU,Viernes,Noche,0,0,Low_Cost,0.95
1473,2025-11-28,Air Serbia,JU585,belgrade,20:35:00,En hora,144,Airbus A319,Y,INT,Viernes,Noche,0,0,Legacy,0.86
1475,2025-11-28,Luxair,LG3592,luxembourg,20:40:00,Retrasado,141,Boeing 737-700,R,EU,Viernes,Noche,0,0,Legacy,0.86
1476,2025-11-28,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche,0,0,Low_Cost,0.97
1478,2025-11-28,Transavia,TO4759,paris,20:50:00,Retrasado,186,Airbus A320neo,U,EU,Viernes,Noche,0,0,Low_Cost,0.97
1479,2025-11-28,Grupo easy,U22326,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Viernes,Noche,0,0,Low_Cost,0.97
1481,2025-11-28,Aer Lingus,EI565,dublin,21:05:00,Retrasado,174,Airbus A320,Y,INT,Viernes,Noche,0,0,Low_Cost,0.96
1482,2025-11-28,Grupo easy,U23374,liverpool,21:05:00,Retrasado,180,Airbus A320,M,INT,Viernes,Noche,0,0,Low_Cost,0.92
1484,2025-11-28,Grupo easy,EC1380,geneva,21:15:00,En hora,180,Airbus A320,R,EU,Viernes,Noche,0,0,Low_Cost,0.95
1485,2025-11-28,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,S,EU,Viernes,Noche,0,0,Low_Cost,0.95
1486,2025-11-28,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Viernes,Noche,0,0,Low_Cost,0.95
1489,2025-11-28,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche,0,0,Low_Cost,0.96
1492,2025-11-28,Grupo easy,EC7682,lisbon,21:45:00,En hora,230,Airbus A321,R,EU,Viernes,Noche,0,0,Low_Cost,0.97
1496,2025-11-28,Grupo wizz,W64116,belgrade,21:55:00,En hora,230,Airbus A321,W,INT,Viernes,Noche,0,0,Low_Cost,0.95
1498,2025-11-28,Grupo wizz,W45154,tirana,22:45:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Noche,0,0,Low_Cost,0.95
1499,2025-11-28,Grupo wizz,W61706,gdansk,22:50:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche,0,0,Low_Cost,0.96
1502,2025-11-29,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,0,0,Low_Cost,0.95
1507,2025-11-29,Grupo easy,EC7151,milan,07:30:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1510,2025-11-29,Air Arabia Maroc,3O376,al aaroui,08:35:00,En hora,174,Airbus A320,W,INT,Sábado,Mañana,0,0,Low_Cost,0.92
1514,2025-11-29,Grupo wizz,W43938,chisinau,09:00:00,Retrasado,180,Airbus A320,W,INT,Sábado,Mañana,0,0,Low_Cost,0.95
1515,2025-11-29,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1520,2025-11-29,Grupo wizz,W61914,vilnius,09:20:00,Retrasado,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1521,2025-11-29,Grupo wizz,W43176,bucharest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0,Low_Cost,0.95
1522,2025-11-29,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1524,2025-11-29,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1525,2025-11-29,Air Serbia,JU581,belgrade,09:55:00,Retrasado,144,Airbus A319,W,INT,Sábado,Mañana,0,0,Legacy,0.86
1527,2025-11-29,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0,Low_Cost,0.96
1528,2025-11-29,Transavia,HV5132,amsterdam,10:05:00,En hora,232,Airbus A321neo,U,EU,Sábado,Mañana,0,0,Low_Cost,0.95
1529,2025-11-29,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0,Low_Cost,0.97
1531,2025-11-29,Grupo easy,U22326,london,10:20:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,0,0,Low_Cost,0.97
1535,2025-11-29,Grupo easy,U28056,london,10:35:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,0,0,Low_Cost,0.97
1536,2025-11-29,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,122,Airbus A319,W,INT,Sábado,Mañana,0,0,Low_Cost,0.95
1537,2025-11-29,SkyUp MT,U5406,chisinau,10:50:00,En hora,149,Boeing 737-700,W,INT,Sábado,Mañana,0,0,Low_Cost,0.95
1538,2025-11-29,Grupo easy,U22704,bristol,10:55:00,En hora,186,Airbus A320neo,M,INT,Sábado,Mañana,0,0,Low_Cost,0.94
1541,2025-11-29,Grupo easy,EC7193,leeds bradford,11:30:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,0,0,Low_Cost,0.95
1542,2025-11-29,Aer Lingus,EI563,dublin,11:30:00,Retrasado,174,Airbus A320,Y,INT,Sábado,Mañana,0,0,Low_Cost,0.96
1545,2025-11-29,Grupo easy,EC8064,london,12:10:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde,0,0,Low_Cost,0.97
1547,2025-11-29,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,220,Airbus A321,W,INT,Sábado,Tarde,0,0,Low_Cost,0.95
1548,2025-11-29,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1550,2025-11-29,Boliviana de Aviacion,OB775,santa cruz,13:10:00,Retrasado,246,Airbus A330-200,Y,INT,Sábado,Tarde,0,0,Legacy,0.86
1551,2025-11-29,Grupo wizz,W46330,milan,13:10:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1552,2025-11-29,Grupo easy,EC7101,"basel, switzerland/mulhouse",13:20:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1556,2025-11-29,Air Arabia Maroc,3O378,tanger,13:35:00,Retrasado,174,Airbus A320,W,INT,Sábado,Tarde,0,0,Low_Cost,0.95
1557,2025-11-29,Grupo easy,EC7153,milan,13:35:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1558,2025-11-29,AJet 608,VF608,ankara,13:40:00,En hora,186,Airbus A320,W,INT,Sábado,Tarde,0,0,Low_Cost,0.95
1560,2025-11-29,Air Baltic,BT684,riga,14:05:00,Retrasado,148,Airbus A220-300,U,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1563,2025-11-29,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,235,Airbus A330-800,W,INT,Sábado,Tarde,0,0,Legacy,0.86
1569,2025-11-29,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1581,2025-11-29,Bluebird Airways,BZ251,tel aviv,18:00:00,Retrasado,180,Airbus A320,Y,INT,Sábado,Tarde,0,0,Low_Cost,0.95
1582,2025-11-29,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:00:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1583,2025-11-29,Norwegian Air Shuttle,DY1741,oslo,18:15:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1585,2025-11-29,Transavia,HV5134,amsterdam,18:15:00,Retrasado,232,Airbus A321neo,U,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1588,2025-11-29,Grupo wizz,W61176,katowice,18:55:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1589,2025-11-29,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1592,2025-11-29,Volotea,V72327,strasbourg,19:20:00,Retrasado,180,Airbus A320,S,EU,Sábado,Tarde,0,0,Low_Cost,0.95
1593,2025-11-29,Transavia,TO4757,paris,19:25:00,En hora,186,Airbus A320neo,U,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1595,2025-11-29,Grupo wizz,W64406,sofia,19:35:00,Retrasado,230,Airbus A321,S,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1596,2025-11-29,Air Baltic,BT878,tallinn,19:40:00,Retrasado,148,Airbus A220-300,S,EU,Sábado,Tarde,0,0,Low_Cost,0.97
1599,2025-11-29,Grupo easy,EC1380,geneva,20:10:00,En hora,180,Airbus A320,R,EU,Sábado,Noche,0,0,Low_Cost,0.95
1602,2025-11-29,T'Way Air,TW408,seoul/incheon,20:30:00,Retrasado,294,BOEING 777-300ER,W,INT,Sábado,Noche,0,0,Low_Cost,0.95
1605,2025-11-29,Transavia,TO4759,paris,20:45:00,En hora,186,Airbus A320neo,S,EU,Sábado,Noche,0,0,Low_Cost,0.97
1606,2025-11-29,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,U,EU,Sábado,Noche,0,0,Low_Cost,0.97
1610,2025-11-29,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,U,EU,Sábado,Noche,0,0,Low_Cost,0.95
1611,2025-11-29,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Sábado,Noche,0,0,Low_Cost,0.95
1614,2025-11-29,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Noche,0,0,Low_Cost,0.96
1617,2025-11-29,Grupo wizz,W64116,belgrade,22:10:00,Retrasado,239,Airbus A321neo,W,INT,Sábado,Noche,0,0,Low_Cost,0.95
1618,2025-11-29,Air Arabia Maroc,3O642,tanger,22:15:00,En hora,174,Airbus A320,Y,INT,Sábado,Noche,0,0,Low_Cost,0.95
1625,2025-11-30,Grupo easy,EC7101,"basel, switzerland/mulhouse",06:50:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1626,2025-11-30,Grupo easy,EC7191,glasgow,07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana,0,0,Low_Cost,0.95
1630,2025-11-30,Norwegian Air Sweden AOC,D85510,copenhagen,08:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1631,2025-11-30,Grupo easy,EC7131,nice/cote d'azur,08:00:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1632,2025-11-30,Grupo easy,EC3754,milan,08:25:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1634,2025-11-30,Grupo easy,EC1376,geneva,08:35:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1635,2025-11-30,Volotea,V73735,murcia,08:40:00,En hora,180,Airbus A320,S,NAC,Domingo,Mañana,0,0,Low_Cost,0.95
1638,2025-11-30,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1640,2025-11-30,Eurowings,EW7521,hamburg,09:25:00,Retrasado,150,Airbus A319,U,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1641,2025-11-30,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,S,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1642,2025-11-30,Grupo wizz,W45088,tirana,09:25:00,En hora,230,Airbus A321,W,INT,Domingo,Mañana,0,0,Low_Cost,0.95
1643,2025-11-30,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1645,2025-11-30,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1646,2025-11-30,Grupo easy,EC7656,lisbon,09:45:00,En hora,230,Airbus A321,R,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1653,2025-11-30,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana,0,0,Low_Cost,0.96
1656,2025-11-30,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana,0,0,Low_Cost,0.97
1662,2025-11-30,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,174,Airbus A320,Y,INT,Domingo,Mañana,0,0,Low_Cost,0.95
1664,2025-11-30,Norwegian Air Shuttle,DY1741,oslo,11:15:00,En hora,189,Boeing 737 MAX 8,S,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1665,2025-11-30,Aer Lingus,EI563,dublin,11:30:00,En hora,186,Airbus A320neo,W,INT,Domingo,Mañana,0,0,Low_Cost,0.96
1666,2025-11-30,Grupo easy,EC7139,rennes/saint-jacques,11:45:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1667,2025-11-30,Icelandair,FI597,keflavik,11:50:00,En hora,160,Boeing 737 MAX 8,R,EU,Domingo,Mañana,0,0,Legacy,0.86
1669,2025-11-30,Volotea,V72327,strasbourg,11:55:00,En hora,156,Airbus A319,S,EU,Domingo,Mañana,0,0,Low_Cost,0.95
1674,2025-11-30,Volotea,V72167,lille/lesquin,12:35:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1676,2025-11-30,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,220,Airbus A321,Y,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1679,2025-11-30,Volotea,V71445,olbia,13:05:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1680,2025-11-30,Grupo wizz,W46330,milan,13:10:00,Retrasado,230,Airbus A321,S,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1682,2025-11-30,Grupo easy,U28056,london,13:25:00,En hora,156,Airbus A319,M,INT,Domingo,Tarde,0,0,Low_Cost,0.97
1683,2025-11-30,Grupo easy,EC1380,geneva,13:40:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1686,2025-11-30,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1687,2025-11-30,Grupo easy,EC7153,milan,14:05:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1691,2025-11-30,SunExpress,XQ895,izmir,14:15:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1692,2025-11-30,Transavia,HV5132,amsterdam,14:20:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1693,2025-11-30,Grupo easy,EC7107,geneva,14:25:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1694,2025-11-30,Norwegian Air Sweden AOC,D85502,stockholm,14:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1695,2025-11-30,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1697,2025-11-30,SmartWings,QS1059,prague,14:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1701,2025-11-30,Transavia,TO4755,paris,15:15:00,Retrasado,186,Airbus A320neo,U,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1702,2025-11-30,Grupo easy,EC7694,lisbon,15:20:00,Retrasado,180,Airbus A320,R,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1704,2025-11-30,Air Arabia Maroc,3O378,tanger,15:35:00,Retrasado,174,Airbus A320,Y,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1705,2025-11-30,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1708,2025-11-30,Grupo easy,EC7173,berlin,16:30:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,0,Low_Cost,0.97
